,0
MoreThan3Cancers,0.9998297002724795
TypeOfLiverCondition_2,0.9996594005449592
ProductsUsed_5,0.9993188010899182
TypeOfLiverCondition_5,0.9986376021798365
FirstTypeOfMilkFed_4,0.9986376021798365
FirstTypeOfMilkFed_5,0.9982118528610354
DifficultyWalkingWithoutAssistance_Level,0.9981267029972752
FirstCigaretteAge,0.998041553133515
NumberOfDaysSmokedPipe_5Days,0.9978712534059946
ProductsUsed_2,0.9978712534059946
LanguageSpokenAtHome_2,0.9977861035422343
TypeOfCancer_3rd,0.9977861035422343
reason_hearing_loss_E,0.9974455040871935
ProductsUsed_4,0.996508855585831
NumberOfDaysSmokedWaterPipeHookah_5Days,0.99608310626703
ProductsUsed_7,0.99608310626703
TypeOfLiverCondition_3,0.9959979564032697
ProductsUsed_8,0.9956573569482289
TypeOfLiverCondition_4,0.9947207084468664
reason_hearing_loss_J,0.9943801089918256
FirstTypeOfMilkFed_3,0.9943801089918256
TypeOfLiverCondition_6,0.9932731607629428
FirstTypeOfMilkFed_6,0.9930177111716622
ProductsUsed_6,0.9926771117166212
reason_hearing_loss_D,0.9926771117166212
reason_hearing_loss_C,0.992591961852861
HealthInsurance_CHIP,0.9923365122615804
Weight_2,0.990207765667575
ProductsUsed_3,0.9896117166212534
NumberOfDaysSmokedRegularCigars_5Days,0.9896117166212534
reason_hearing_loss_F,0.9885899182561307
Weight_1,0.9871423705722071
TypeOfCancer_2nd,0.9864611716621253
FirstTypeOfMilkFed_2,0.9847581743869209
HealthInsurance_MediGap,0.9828848773841962
TypeOfLiverCondition_1,0.9778610354223434
CigarettesSmokedDays_30Days,0.9767540871934605
DialysisReceived_12Months,0.97266689373297
DIQ060U,0.9717302452316077
InsulinDuration,0.9707935967302452
reason_hearing_loss_A,0.969516348773842
HealthInsurance_Military,0.9685797002724795
NumberOfDaysUsedECigarettes_5Days,0.9659400544959128
StillHave_LiverCondition,0.9638113079019074
reason_hearing_loss_B,0.9632152588555858
PeriodStarted,0.9630449591280654
HealthInsurance_OtherGovernmentInsurance,0.962108310626703
reason_hearing_loss_G,0.9616825613079019
LanguageSpokenAtHome_3,0.9413317438692098
TotalCigarettesSmoked,0.9342643051771117
LastCigaretteSmoked,0.9332425068119891
CigarettesSmokedPerSmokingDay_5Days,0.9329019073569482
DaysSmokedCigarettes_5Days,0.9329019073569482
ProductsUsed_1,0.9325613079019074
reason_hearing_loss_H,0.9313692098092643
FirstTypeOfMilkFed_1,0.9266859673024523
AgeStoppedBreastfeeding,0.9185115803814714
AgeStoppedDrinkingFormula,0.9145946866485014
StillHave_ThyroidProblem,0.9103371934604905
Age_DiabetesDiagnosis,0.9079529972752044
CurrentlyTaking_Insulin,0.9079529972752044
HealthInsurance_StateSponsoredHealthPlan,0.9068460490463215
TypeOfCancer_1st,0.9004598092643051
SmokingTypeMenthol,0.8999489100817438
reason_hearing_loss_I,0.899608310626703
CigarettesPerDayOnSmokingDays_30Days,0.8990974114441417
EmergencyVisit_Asthma_Last12Months,0.8962023160762943
AsthmaEpisode_Last12Months,0.8962023160762943
AgeFirstFedMilk,0.895350817438692
AgeFirstFedFormula,0.8933923705722071
AgeFirstFedOtherThanBreastMilk_inDays,0.8933923705722071
EverBreastfed,0.8933923705722071
BreakfastCostStatus,0.8807901907356949
UsuallyWorks35HoursOrMore,0.8772990463215259
EverTold_LiverCondition.1,0.865633514986376
NumberOfHPVDosesReceived,0.8525204359673024
AgeAtFirstHPVDose,0.8525204359673024
SummerProgramMealCostsStatus,0.848433242506812
StillHave_Asthma,0.8342983651226158
Following_AspirinAdvice,0.8255279291553134
LunchCostStatus,0.8161614441416893
CurrentlyTaking_DiabeticPills,0.8057731607629428
UrineLeakageAmount,0.8021117166212534
RatioEnglishSpanishAtHome,0.8020265667574932
OccasionsWithHeavyDrinking_30Days,0.799216621253406
MoreThan8DrinksPerDay_12Months,0.7988760217983651
HeavyDrinkingWithinTwoHoursFrequency_12Months,0.7985354223433242
NumberWeeklyCompleteSchoolBreakfasts,0.7975136239782016
HealthInsurance_Medicaid,0.7879768392370572
EverReceived_HPVTreatment_Boys,0.7877213896457765
TypeOfArthritis,0.784400544959128
ImpactOfLeakageOnLife_12Months,0.7834638964577657
NumberOfPeopleSmokingInsideHome,0.7814202997275205
NumberWeeklyCompleteSchoolLunches,0.7749489100817438
SchoolServesLunches,0.764816076294278
SchoolServesBreakfastsAtConstantCostsDaily,0.764816076294278
DifficultyWalkingComparedToPeers_Level,0.7645606267029973
HealthInsurance_Medicare,0.7636239782016349
ChildDisabilityIndicator,0.7627724795640327
DifficultyHearing_Level,0.7626873297002725
DifficultySeeing_Level,0.7626873297002725
EquipmentForWalking,0.7626873297002725
DifficultyWithSelfCare_Level,0.7626873297002725
DifficultyBeingUnderstoodAtHome_Level,0.7626873297002725
DifficultyBeingUnderstoodOutside_Level,0.7626873297002725
DifficultyLearningComparedToPeers_Level,0.7626873297002725
DifficultyRememberingComparedToPeers_Level,0.7626873297002725
DifficultyConcentratingOnEnjoyableActivities_Level,0.7626873297002725
DifficultyAcceptingRoutineChanges_Level,0.7626873297002725
DifficultyControllingBehavior_Level,0.7626873297002725
DifficultyMakingFriends_Level,0.7626873297002725
FrequencyOfAnxiety_Level,0.7626873297002725
FrequencyOfSadness_Level,0.7626873297002725
EverReceived_HPVTreatment_Girls,0.7570674386920981
ConfirmedHypertension_Visits,0.747275204359673
CurrentlyTaking_BloodPressureMedication,0.7471900544959128
ScreenTime_TypicalDay_SchoolYear,0.7410592643051771
Days_PhysicallyActive_AtLeast60Min_Last7Days,0.7410592643051771
OverweightDiagnosis,0.739100817438692
WeightAssessment,0.739100817438692
BirthWeight_1,0.7238589918256131
CurrentCigaretteSmoking,0.7238589918256131
BirthWeight_2,0.7238589918256131
CurrentlyAttendingSchool,0.7141519073569482
AttendedCommunityMeals_Past12Months,0.7019754768392371
MealsDeliveredHome_Past12Months,0.7019754768392371
MainReasonNotWorking_LastWeek,0.6922683923705722
TakingAspirinOnOwn,0.6880960490463215
Duration_VigorousActivity_PerSession,0.6860524523160763
AverageDrinksPerDrinkingDay_12Months,0.653525204359673
MoreThanSpecificNumberOfDrinksFrequency,0.6524182561307902
DifficultyInFunctioningStatus,0.6451805177111717
HoursWorked_LastWeek,0.6383685286103542
WearsLongSleevesFrequency,0.636324931880109
UsesSunscreenFrequency,0.636324931880109
ShadeStayingFrequency,0.6336852861035422
DaysWorkingPerWeek,0.6160592643051771
DailyHeavyDrinkingHistory,0.5826805177111717
AlcoholConsumptionFrequency_12Months,0.5808923705722071
LevelOfDepression,0.573399182561308
NightUrinationFrequency_30Days,0.5583276566757494
LeakageWithUrgency_12Months,0.557816757493188
LeakageWithActivity_12Months,0.5571355585831063
UrineLeakageFrequency,0.5565395095367848
EverHad_Alcohol,0.5332935967302452
UsedNicotineReplacement_5Days,0.5329529972752044
SuicidalThoughtsFrequency_2weeks,0.5311648501362398
ConcentrationProblemsFrequency_2weeks,0.5309945504087193
MovementSpeechIssuesFrequency_2weeks,0.5309945504087193
SelfEsteemIssuesFrequency_2weeks,0.5308242506811989
AppetiteChangesFrequency_2weeks,0.5305688010899182
FatigueFrequency_2weeks,0.530483651226158
SleepProblemsFrequency_2weeks,0.5303133514986376
DepressionFeelingsFrequency_2weeks,0.5301430517711172
InterestProblemsFrequency_2weeks,0.5300579019073569
TotalSavings_CashAssets,0.5286955040871935
EverTold_TakeAspirin,0.5136239782016349
HasMetalObjects_InBody,0.5126873297002725
EverTestedFor_AIDS,0.5103031335149864
HealthInsurance_Private,0.5004257493188011
PrescriptionMeds_Count_Last30Days,0.47002724795640327
UsedAnyTobaccoProduct_5Days,0.46764305177111715
UsedSmokelessTobacco_5Days,0.46670640326975477
UsedECigarettes_5Days,0.4662806539509537
TabaccoProduct_5Days,0.4662806539509537
Duration_ModerateActivity_PerSession,0.4558923705722071
LevelOfWorryAnxiety,0.43690395095367845
AvoidedFoods_TeethIssues,0.3354904632152589
SelfConscious_TeethIssues,0.3354904632152589
DifficultyHearing_WithBackgroundNoise,0.3354904632152589
JobSchoolImpact_TeethIssues,0.33540531335149865
LifeSatisfaction_Impact_TeethIssues,0.33540531335149865
DiscomfortEating_TeethIssues,0.33540531335149865
EverTold_ThyroidProblem,0.3353201634877384
EverTold_Stroke,0.3353201634877384
LastHearingTest_Specialist,0.33523501362397823
EverTold_LiverCondition,0.33523501362397823
EverTold_CoronaryHeartDisease,0.33523501362397823
EverHad_GallbladderSurgery,0.33523501362397823
EverTold_Gallstones,0.33523501362397823
EverTold_KidneyFailure,0.33523501362397823
EverTold_COPD,0.33523501362397823
EverTold_Cancer,0.33523501362397823
EverTold_HeartAttack,0.33523501362397823
EverTold_Arthritis,0.33523501362397823
EverTold_CongestiveHeartFailure,0.335149863760218
EverTold_Angina,0.335149863760218
EverTold_Prediabetes,0.31692779291553136
ChemicalProductsUsedInHomeForPestControl,0.3161614441416894
ChemicalProductsUsedInLawnGarden,0.3161614441416894
SmokedAtLeast100CigarettesInLife,0.3073058583106267
Frequency_ModerateActivity,0.3073058583106267
SittingTime_TypicalDay,0.307050408719346
FrequencyDepressed,0.307050408719346
Frequency_VigorousActivity,0.30696525885558584
FrequencyWorriedAnxious,0.3068801089918256
DifficultySelfCare_Level,0.30679495912806537
DifficultyLiftingWeight_Level,0.30679495912806537
DifficultyUsingHandsFingers_Level,0.30679495912806537
DifficultyWalkingClimbingSteps_Level,0.3067098092643052
DifficultySeeingWithGlasses_Level,0.3067098092643052
DifficultyCommunicating_Level,0.3067098092643052
DifficultyRememberingConcentrating_Level,0.3067098092643052
AdultEnhancedDisabilityIndicator,0.30662465940054495
AdultDisabilityIndicator,0.30662465940054495
DifficultyHearingWithAid_Level,0.30662465940054495
Frequency_ModerateActivity.1,0.30577316076294275
Frequency_VigorousActivity.1,0.30577316076294275
BloodSugarTest_Last3Years,0.29291553133514986
WeekendSleepHours,0.2858480926430518
WeekdaySleepHours,0.28576294277929154
WorkExperience_LastWeek,0.2775034059945504
FoodShoppingSharing,0.2774182561307902
CurrentWeight,0.2774182561307902
CurrentHeight,0.2774182561307902
FoodShoppingResponsibility,0.2774182561307902
MealPreparationSharing,0.2774182561307902
MealPlanningResponsibility,0.2774182561307902
TriedToLoseWeight_Past12Months,0.2774182561307902
WeightOneYearAgo,0.2774182561307902
EverTold_Hypertension,0.27639645776566757
EverTold_HighCholesterol,0.27639645776566757
CurrentlyTaking_CholesterolMedication,0.27639645776566757
WeekendWakeTime,0.2761410081743869
WeekdayWakeTime,0.2761410081743869
WeekdaySleepTime,0.2761410081743869
WeekendSleepTime,0.2761410081743869
LanguageSpokenAtHome_1,0.26779632152588556
FamilyPovertyLevelIndex_Ratio,0.2471900544959128
QuestionnaireModeFlag,0.23237397820163488
FamilyPovertyLevelIndex_Categories,0.12329700272479564
MoreThan5000_InSavings,0.12295640326975477
NumberOfRooms_Home,0.11103542234332425
NumberOfPeopleSmokingInHome,0.10967302452316076
UsualPlace_Type,0.10396798365122616
EverTold_HepatitisB,0.08957765667574932
NoHealthInsurance_Past12Months,0.07867847411444141
MentalHealthVisit_Past12Months,0.04896117166212534
Diabetes,0.02486376021798365
EverReceived_HepatitisAVaccine,0.015241825613079019
PrescriptionMedication_Used_Last30Days,0.00212874659400545
Has_HealthInsurance,0.0019584468664850135
MouthPain_Frequency_LastYear,0.0004257493188010899
OverallHealth_TeethAndGums,0.0004257493188010899
EverTold_Diabetes,0.0003405994550408719
HearingStatus_NoAid,0.0003405994550408719
AnemiaTreatment_Last3Months,0.00025544959128065393
HayFeverEpisode_Past12Month,8.514986376021798e-05
EverTold_Asthma,8.514986376021798e-05
TelehealthAppointment_Past12Months,0.0
HasUsualPlace_ForCare,0.0
GeneralHealth_Status,0.0
SEQN,0.0
